x1,x2,y
0.2557253605233619,-0.34662890804397073,6.02413823350821
0.17045593907054624,-0.4988091839863418,6.629773992936137
0.40917991037663703,0.050638183948085946,5.312877317407755
0.45706749514584,-0.4198541254589132,4.520644256195395
-0.15611429990186998,-0.3187315593139671,4.146096062106999
0.48774216437680473,-0.14227088621888406,4.803405725134967
-0.3941734984677475,-0.3899828725828788,6.94037001443766
0.4323648450382518,0.4666646937802642,7.1268335276924075
-0.11753609938464737,-0.0768667650578233,4.216458446249369
0.3290263963965735,-0.08270926199180861,4.321822543650456
-0.20584661297366802,0.23150847632517502,6.504502159998925
0.14539176630689832,-0.4926769234102175,3.483829140343642
0.40117762450438843,0.16123968330065053,4.47961223887558
-0.39850510189250743,-0.17037074807019625,7.182593075111618
0.3383387968334436,0.13905655319824928,3.9850250833022978
-0.24875809917474478,-0.02850288440810478,4.457412297453934
-0.15311389349967408,0.23240013493490674,6.344900446997458
-0.19748466347441695,0.31629780699879506,7.232637962505225
0.4099845035058459,0.23169705743211821,4.491778540201472
-0.4499152962288173,0.013615236622404492,9.48112964250834
-0.17044529956965537,0.4416687173330097,7.905237241917912
-0.25929240951802957,-0.3351552687596209,5.329271831656714
-0.08930760230437251,-0.1104397974244935,4.837913896095385
0.22738821222322125,0.41155571254088774,7.426860560077826
-0.0353919123936951,0.34360969955075915,6.512800211836786
0.26338602707583414,-0.2750006203257376,5.164064873377192
0.16559180440206323,0.19518730612353408,5.619139813957474
-0.17629236407733173,0.36850353303447203,7.345356540949892
-0.07717566963564504,0.4134594274922202,7.9846624985263395
0.13730347345253424,-0.4233478147098453,3.4548434620925907
0.43997772405836755,-0.0410716268514526,3.2485832776193213
-0.41217366100630637,-0.39189591838410875,6.267029958680013
0.07656910892774615,0.0413155325170903,4.140489602275726
-0.04051738511067182,-0.1607452641391781,3.5457862949112737
0.1286875939868113,0.043539601142826734,6.637660611612234
-0.05797507740534402,0.043363498049541316,4.851738929354074
0.09504688485700874,0.38329792612798463,5.575289076505201
0.44620002246352475,-0.16494263014037158,4.037147696963149
-0.15966532332039507,-0.4376678591783134,5.476497026571344
0.19191438910543146,0.2842118717198048,5.2070810652219155
0.04778183506198497,-0.4181555049853025,3.402919024352739
0.45091807646183446,0.08227044308606268,4.412123522890695
-0.22203934458786256,0.29985683022685106,6.676972451547946
-0.32939668361982777,-0.2616192183895931,6.1957864777283715
0.39569460549431423,-0.3079766080689681,4.209392700379284
-0.26889394732843286,-0.08504137044359683,5.214611295352439
-0.30230389605951835,-0.11274077944490468,8.327078446922616
-0.10231152761946172,-0.12210412506377011,4.559551731338317
-0.2770662818742089,0.3427648275326596,7.30192833982483
-0.40598352761772993,0.413268770535013,9.865305367612871
